idx,date,code,company,title,target,opinion,analyst,broker,price_at,price_h,ret_6m,mkt_ret_6m,excess_6m,target_acc,target_hit,upside_at_pub,acc180,acc180,acc365
635422,2024-10-10,294870,HDC현대산업개발,"오늘이 아닌, 내일에 대한 기대 HDC현대산업개발(294870) 오늘이 아닌, 내일에 대한 기대 3Q24 Preview: 영업이익, 시장 기대치 하회 예상",35000,Buy,송유림,한화투자증권,22050.0,21600.0,-0.0204,-0.1019,0.0815,0.6171,0,0.5873,0.6171,0.6171,0.5814
635416,2024-10-10,005930,삼성전자,3Q24P Review: 지켜지지 못한 약속들 삼성전자(005930) 3Q24P Review: 지켜지지 못한 약속들 3Q24P Review: 지켜지지 못한 약속들,82000,Buy,이승우,유진투자증권,58900.0,53500.0,-0.0917,-0.1019,0.0102,0.6524,0,0.3922,0.6524,0.6524,0.8488
635415,2024-10-10,035420,NAVER,돋보이는 이익 성장률 NAVER(035420) 돋보이는 이익 성장률 돋보이는 이익 성장률,240000,Buy,정의훈,유진투자증권,172400.0,179600.0,0.0418,-0.1019,0.1437,0.7483,0,0.3921,0.7483,0.7483,0.8854
635414,2024-10-10,373220,LG에너지솔루션,가동률 상승 효과 LG에너지솔루션(373220) 가동률 상승 효과 가동률 상승 효과,500000,Buy,황성현,유진투자증권,427000.0,318000.0,-0.2553,-0.1019,-0.1533,0.636,0,0.171,0.636,0.636,0.719
635398,2024-10-10,066570,LG전자,3 분기 잠정실적 요약: 쇼크 그러나 악재노출 LG전자(066570) 3 분기 잠정실적 요약: 쇼크 그러나 악재노출 3 분기 잠정실적 요약: 쇼크 그러나 악재노출,130000,매수,"박형우,권민규",SK증권,97200.0,66900.0,-0.3117,-0.1019,-0.2098,0.5146,0,0.3374,0.5146,0.5146,0.6077
635397,2024-10-10,010950,S-Oil,"3Q24 업황 약세, 추가적인 둔화 제한적 S-Oil(010950) 3Q24 업황 약세, 추가적인 둔화 제한적 3Q24 업황 약세, 추가적인 둔화 제한적",85000,매수,김도현,SK증권,62000.0,51200.0,-0.1742,-0.1019,-0.0723,0.6024,0,0.371,0.6024,0.6024,0.7859
635396,2024-10-10,069620,대웅제약,3Q24 Preview: 탄탄대로 대웅제약(069620) 3Q24 Preview: 탄탄대로 3Q24 Preview: 탄탄대로,180000,매수,이선경,SK증권,150400.0,122100.0,-0.1882,-0.1019,-0.0862,0.6783,0,0.1968,0.6783,0.6783,0.735
635394,2024-10-10,128940,한미약품,3Q24 Preview: 일회성 요인으로 컨센 하회 한미약품(128940) 3Q24 Preview: 일회성 요인으로 컨센 하회 3Q24 Preview: 일회성 요인으로 컨센 하회,370000,매수,이선경,SK증권,321500.0,231000.0,-0.2815,-0.1019,-0.1796,0.6243,0,0.1509,0.6243,0.6243,0.9581
635391,2024-10-10,389260,대명에너지,바닥찍은 업황 대명에너지(389260) 바닥찍은 업황 바닥찍은 업황,18000,매수,나민식,SK증권,13910.0,13200.0,-0.051,-0.1019,0.0509,0.7333,0,0.294,0.7333,0.7333,0.7611
635389,2024-10-10,051910,LG화학,중국아 힘을 좀 내봐 LG화학(051910) 중국아 힘을 좀 내봐 중국아 힘을 좀 내봐,450000,Buy,이주영,LS증권,356500.0,211500.0,-0.4067,-0.1019,-0.3048,0.47,0,0.2623,0.47,0.47,0.62
635385,2024-10-10,005930,삼성전자,HBM3E 8단 인증 성공 여부가 Key 삼성전자(005930) HBM3E 8단 인증 성공 여부가 Key HBM3E 8단 인증 성공 여부가 Key,76000,매수,"송명섭,손우성",iM증권,58900.0,53500.0,-0.0917,-0.1019,0.0102,0.7039,0,0.2903,0.7039,0.7039,0.7579
635384,2024-10-10,066570,LG전자,잠깐 쉼표 LG전자(066570) 잠깐 쉼표 잠깐 쉼표,125000,Buy,"고의영,손우성",iM증권,97200.0,66900.0,-0.3117,-0.1019,-0.2098,0.5352,0,0.286,0.5352,0.5352,0.632
635382,2024-10-10,373220,LG에너지솔루션,주가 조정시 트레이딩 관점에서 접근 LG에너지솔루션(373220) 주가 조정시 트레이딩 관점에서 접근 주가 조정시 트레이딩 관점에서 접근,510000,Buy,"정원석,손우성",iM증권,427000.0,318000.0,-0.2553,-0.1019,-0.1533,0.6235,0,0.1944,0.6235,0.6235,0.7049
635380,2024-10-10,010950,S-Oil,아직까진 반등 모멘텀 약한 펀더멘털 S-Oil(010950) 아직까진 반등 모멘텀 약한 펀더멘털 아직까진 반등 모멘텀 약한 펀더멘털,82000,Buy,전유진,iM증권,62000.0,51200.0,-0.1742,-0.1019,-0.0723,0.6244,0,0.3226,0.6244,0.6244,0.8146
635371,2024-10-08,006360,GS건설,"원가율 개선 방향성에 주목 GS건설(006360) 원가율 개선 방향성에 주목 3Q24 영업이익, 컨센서스(816억원) 부합 전망",24500,Buy,-,유안타증권,18660.0,16750.0,-0.1024,-0.0497,-0.0527,0.6837,0,0.313,0.6837,0.6837,0.7522
635370,2024-10-08,375500,DL이앤씨,"더 이상 물러날 곳 없는 주가 DL이앤씨(375500) 더 이상 물러날 곳 없는 주가 3Q24 영업이익, 컨센서스 -11% 하회 전망",47000,Buy,장윤석,유안타증권,29700.0,41400.0,0.3939,-0.0497,0.4436,0.8809,0,0.5825,0.8809,0.8809,0.8766
635366,2024-10-08,298020,효성티앤씨,"비중국 생산능력 보유로 경쟁사 대비 우위 확보 효성티앤씨(298020) 비중국 생산능력 보유로 경쟁사 대비 우위 확보 올해 3분기 영업이익, 시장 기대치 하회 전망 고부가 기저귀용 스판덱스 생산 비중 확대 계획",470000,Buy,이동욱,IBK투자증권,307000.0,212000.0,-0.3094,-0.0497,-0.2597,0.4511,0,0.5309,0.4511,0.4511,0.4574
635365,2024-10-08,120110,코오롱인더,"패션부문, 해외 진출 확대 움직임 코오롱인더(120110) 패션부문, 해외 진출 확대 움직임 올해 3분기 영업이익, 시장 기대치 하회 전망 코오롱글로텍 자동차 소재/부품 사업 합병 계획",53000,Buy,이동욱,IBK투자증권,34350.0,28950.0,-0.1572,-0.0497,-0.1075,0.5462,0,0.5429,0.5462,0.5462,0.6547
635362,2024-10-08,004000,롯데정밀화학,"의약용 셀룰로스, 장기 공급 계약 체결 롯데정밀화학(004000) 의약용 셀룰로스, 장기 공급 계약 체결 올해 3분기 영업이익, 전 분기 대비 7.1% 증가 전망 컬러콘과 1조원 규모의 의약용 셀룰로스 공급 계약 체결",68000,Buy,이동욱,IBK투자증권,49250.0,35100.0,-0.2873,-0.0497,-0.2376,0.5162,0,0.3807,0.5162,0.5162,0.6765
635344,2024-10-08,108380,대양전기공업,3Q24 Preview: 영업이익 +61.1% YoY 전망 대양전기공업(108380) 3Q24 Preview: 영업이익 +61.1% YoY 전망 3Q24 Preview: 영업이익 +61.1% YoY 전망,20000,Buy,정홍식,LS증권,11970.0,15780.0,0.3183,-0.0497,0.368,0.789,0,0.6708,0.789,0.789,0.5925
635343,2024-10-08,025540,한국단자,3Q24 Preview: 영업이익 기대치 상회할 듯 한국단자(025540) 3Q24 Preview: 영업이익 기대치 상회할 듯 3Q24 Preview: 영업이익 기대치 상회할 듯,110000,Buy,정홍식,LS증권,70600.0,65700.0,-0.0694,-0.0497,-0.0197,0.5973,0,0.5581,0.5973,0.5973,0.5518
635342,2024-10-08,294870,HDC현대산업개발,3Q24 Preview: 지나가는 바람 HDC현대산업개발(294870) 3Q24 Preview: 지나가는 바람 3Q24 Preview: 지나가는 바람,32000,Buy,김세련,LS증권,21500.0,22650.0,0.0535,-0.0497,0.1032,0.7078,0,0.4884,0.7078,0.7078,0.6297
635341,2024-10-08,047040,대우건설,3Q24 Preview: 시간이 필요 대우건설(047040) 3Q24 Preview: 시간이 필요 3Q24 Preview: 시간이 필요,5000,Buy,김세련,LS증권,3790.0,3190.0,-0.1583,-0.0497,-0.1086,0.638,0,0.3193,0.638,0.638,0.726
635335,2024-10-08,006360,GS건설,"이익 반등은 긍정적이나, 재무 건전성은 숙제 GS건설(006360) 이익 반등은 긍정적이나, 재무 건전성은 숙제 이익 반등은 긍정적이나, 재무 건전성은 숙제",24000,Buy,배세호,iM증권,18660.0,16750.0,-0.1024,-0.0497,-0.0527,0.6979,0,0.2862,0.6979,0.6979,0.7679
635334,2024-10-08,375500,DL이앤씨,3Q24 Preview: 주가 반등 위한 청사진 필요 DL이앤씨(375500) 3Q24 Preview: 주가 반등 위한 청사진 필요 3Q24 Preview: 주가 반등 위한 청사진 필요,45000,Buy,배세호,iM증권,29700.0,41400.0,0.3939,-0.0497,0.4436,0.92,0,0.5152,0.92,0.92,0.9156
635333,2024-10-08,375500,DL이앤씨,3Q24 Preview: 주가 반등 위한 청사진 필요 DL이앤씨(375500) 3Q24 Preview: 주가 반등 위한 청사진 필요 3Q24 Preview: 주가 반등 위한 청사진 필요,45000,Buy,배세호,iM증권,29700.0,41400.0,0.3939,-0.0497,0.4436,0.92,0,0.5152,0.92,0.92,0.9156
635331,2024-10-07,079550,LIG넥스원,외연 확장의 원년 LIG넥스원(079550) 외연 확장의 원년 외연 확장의 원년,287000,Buy,변용진,iM증권,245000.0,257500.0,0.051,-0.0555,0.1066,0.8972,0,0.1714,0.8972,0.8972,0.2404
635330,2024-10-07,047810,한국항공우주,꾸준한 실적 흐름 한국항공우주(047810) 꾸준한 실적 흐름 꾸준한 실적 흐름,62000,Buy,변용진,iM증권,53300.0,77400.0,0.4522,-0.0555,0.5077,0.7516,1,0.1632,0.7516,0.7516,0.2903
635328,2024-10-07,005380,현대차,3Q24 Preview: 다시 찾아온 저가 매수의 기회 현대차(005380) 3Q24 Preview: 다시 찾아온 저가 매수의 기회 3Q24 Preview: 다시 찾아온 저가 매수의 기회,360000,Buy,조희승,iM증권,247000.0,191800.0,-0.2235,-0.0555,-0.1679,0.5328,0,0.4575,0.5328,0.5328,0.6111
635327,2024-10-07,000270,기아,3Q24 Preview: 다시 찾아온 저가 매수의 기회 기아(000270) 3Q24 Preview: 다시 찾아온 저가 매수의 기회 3Q24 Preview: 다시 찾아온 저가 매수의 기회,160000,Buy,조희승,iM증권,100400.0,89700.0,-0.1066,-0.0555,-0.051,0.5606,0,0.5936,0.5606,0.5606,0.6512
635326,2024-10-07,307950,현대오토에버,"3Q24 Preview: 견조한 외형, 아쉬운 이익 현대오토에버(307950) 3Q24 Preview: 견조한 외형, 아쉬운 이익 3Q24 Preview: 견조한 외형, 아쉬운 이익",220000,Buy,조희승,iM증권,158900.0,119400.0,-0.2486,-0.0555,-0.1931,0.5427,0,0.3845,0.5427,0.5427,0.6968
635325,2024-10-07,204320,HL만도,3Q24 Preview: 자동차 부품 업종의 희망 HL만도(204320) 3Q24 Preview: 자동차 부품 업종의 희망 3Q24 Preview: 자동차 부품 업종의 희망,60000,Buy,조희승,iM증권,38900.0,36850.0,-0.0527,-0.0555,0.0028,0.6142,0,0.5424,0.6142,0.6142,0.5658
635324,2024-10-07,018880,한온시스템,3Q24 Preview: 어두운 터널을 지나는 중 한온시스템(018880) 3Q24 Preview: 어두운 터널을 지나는 중 3Q24 Preview: 어두운 터널을 지나는 중,6000,Buy,조희승,iM증권,3592.0,3216.0,-0.1047,-0.0555,-0.0491,0.536,0,0.6704,0.536,0.536,0.4872
635323,2024-10-07,011210,현대위아,3Q24 Preview: 기계! 방산! 최고! 현대위아(011210) 3Q24 Preview: 기계! 방산! 최고! 3Q24 Preview: 기계! 방산! 최고!,80000,Buy,조희승,iM증권,51800.0,42800.0,-0.1737,-0.0555,-0.1182,0.535,0,0.5444,0.535,0.535,0.62
635321,2024-10-07,161390,한국타이어앤테크놀로지,3Q24 Preview: 자꾸 높아지는 밸류 매력 한국타이어앤테크놀로지(161390) 3Q24 Preview: 자꾸 높아지는 밸류 매력 3Q24 Preview: 자꾸 높아지는 밸류 매력,65000,Buy,조희승,iM증권,38800.0,38800.0,0.0,-0.0555,0.0555,0.5969,0,0.6753,0.5969,0.5969,0.5931
635320,2024-10-07,073240,금호타이어,"3Q24 Preview: 아쉽지만, 다음을 기약 금호타이어(073240) 3Q24 Preview: 아쉽지만, 다음을 기약 3Q24 Preview: 아쉽지만, 다음을 기약",8500,Buy,조희승,iM증권,4425.0,4520.0,0.0215,-0.0555,0.077,0.5318,0,0.9209,0.5318,0.5318,0.5541
635319,2024-10-07,002350,넥센타이어,3Q24 Preview: 체코 공장을 기다리며… 넥센타이어(002350) 3Q24 Preview: 체코 공장을 기다리며… 3Q24 Preview: 체코 공장을 기다리며…,11000,Buy,조희승,iM증권,7350.0,5210.0,-0.2912,-0.0555,-0.2356,0.4736,0,0.4966,0.4736,0.4736,0.5391
635317,2024-10-07,294870,HDC현대산업개발,또 다시 찾아와버린 저가 매수의 기회 HDC현대산업개발(294870) 또 다시 찾아와버린 저가 매수의 기회 또 다시 찾아와버린 저가 매수의 기회,32000,Buy,배세호,iM증권,20650.0,22650.0,0.0969,-0.0555,0.1524,0.7078,0,0.5496,0.7078,0.7078,0.6297
635316,2024-10-07,000720,현대건설,3Q24 Preview: 수익성 개선 시점은 아직 현대건설(000720) 3Q24 Preview: 수익성 개선 시점은 아직 3Q24 Preview: 수익성 개선 시점은 아직,45000,Buy,배세호,iM증권,30100.0,35700.0,0.186,-0.0555,0.2416,0.7933,0,0.495,0.7933,0.7933,0.7667
635307,2024-10-07,195940,HK이노엔,3Q24Pre: 가까워진 K-CAB 미국 진출 HK이노엔(195940) 3Q24Pre: 가까워진 K-CAB 미국 진출 3Q24Pre: 가까워진 K-CAB 미국 진출,70000,Buy,하현수,유안타증권,50400.0,35850.0,-0.2887,-0.0555,-0.2332,0.5121,0,0.3889,0.5121,0.5121,0.6536
635303,2024-10-07,035420,NAVER,"탑다운, 바텀업 매력 모두 높아지는 구간 NAVER(035420) 탑다운, 바텀업 매력 모두 높아지는 구간 탑다운, 바텀업 매력 모두 높아지는 구간",260000,Buy,"이효진,강하라",메리츠증권,166100.0,197800.0,0.1908,-0.0555,0.2464,0.7608,0,0.5653,0.7608,0.7608,0.9731
635302,2024-10-07,035720,카카오,4 분기 성과 확인이 필요한 때 카카오(035720) 4 분기 성과 확인이 필요한 때 4 분기 성과 확인이 필요한 때,51000,Buy,"이효진,강하라",메리츠증권,36750.0,41850.0,0.1388,-0.0555,0.1943,0.8206,0,0.3878,0.8206,0.8206,0.8314
635301,2024-10-07,067160,SOOP,결제사 영향으로 3 분기는 기대 하회 SOOP(067160) 결제사 영향으로 3 분기는 기대 하회 결제사 영향으로 3 분기는 기대 하회,120000,Hold,"이효진,강하라",메리츠증권,99100.0,85600.0,-0.1362,-0.0555,-0.0807,0.7133,0,0.2109,0.7133,0.7133,0.6133
635299,2024-10-07,207940,삼성바이오로직스,바이오보안법의 실질적인 수혜주 삼성바이오로직스(207940) 바이오보안법의 실질적인 수혜주 바이오보안법의 실질적인 수혜주,1200000,Buy,김준영,메리츠증권,1473216.0,1573294.0,0.0679,-0.0555,0.1235,0.6889,1,-0.1855,0.6889,0.6889,0.7625
635293,2024-10-07,005380,현대차,Hello Google 현대차(005380) Hello Google Hello Google,340000,Buy,김준성,메리츠증권,247000.0,191800.0,-0.2235,-0.0555,-0.1679,0.5641,0,0.3765,0.5641,0.5641,0.6471
635285,2024-10-07,125210,아모그린텍,당분간 부진할 예정 아모그린텍(125210) 당분간 부진할 예정 당분간 부진할 예정,11000,Buy,박장욱,대신증권,7460.0,5280.0,-0.2922,-0.0555,-0.2367,0.48,0,0.4745,0.48,0.48,0.6136
635273,2024-10-07,069260,TKG휴켐스,올해 4분기 이후 신증설 효과 본격 반영 전망 TKG휴켐스(069260) 올해 4분기 이후 신증설 효과 본격 반영 전망 올해 4분기 이후 신증설 효과 본격 반영 전망,28500,매수,이동욱,IBK투자증권,19840.0,15480.0,-0.2198,-0.0555,-0.1642,0.5432,0,0.4365,0.5432,0.5432,0.6211
635268,2024-10-07,010950,S-Oil,신규 경쟁 정제설비 가동으로 3분기 실적 둔화 S-Oil(010950) 신규 경쟁 정제설비 가동으로 3분기 실적 둔화 신규 경쟁 정제설비 가동으로 3분기 실적 둔화,85000,매수,이동욱,IBK투자증권,63100.0,54400.0,-0.1379,-0.0555,-0.0823,0.64,0,0.3471,0.64,0.64,0.7329
635250,2024-10-04,337930,브랜드엑스코퍼레이션,3Q24 Preview: 계절적 비수기 브랜드엑스코퍼레이션(337930) 3Q24 Preview: 계절적 비수기 3Q24 Preview: 계절적 비수기,15000,Buy,이해니,유진투자증권,12540.0,6130.0,-0.5112,-0.0248,-0.4863,0.4087,0,0.1962,0.4087,0.4087,0.3387
635243,2024-10-04,373220,LG에너지솔루션,신차 및 정책 효과 기대 LG에너지솔루션(373220) 신차 및 정책 효과 기대 3분기 실적 컨센서스 하회 전망,500000,Buy,이용욱,한화투자증권,403500.0,329000.0,-0.1846,-0.0248,-0.1598,0.658,0,0.2392,0.658,0.658,0.798
635242,2024-10-04,042670,HD현대인프라코어,단기 실적 기대감은 낮추지만 여러 모멘텀 유효 HD현대인프라코어(042670) 단기 실적 기대감은 낮추지만 여러 모멘텀 유효 3Q24 Preview: 영업이익 컨센서스 하회 추정 건기: 중국 회복 중이나 아직은 실적 기여 제한적,11000,Buy,배성조,한화투자증권,7260.0,8170.0,0.1253,-0.0248,0.1502,0.7427,0,0.5152,0.7427,0.7427,0.6564
635241,2024-10-04,375500,DL이앤씨,"실적 저점 확인, 그 후엔? DL이앤씨(375500) 실적 저점 확인, 그 후엔? 3Q24 Preview: 영업이익, 시장 기대치 13% 상회 예상 실적 저점 확인, 그 이후는?",42000,Buy,송유림,한화투자증권,29950.0,41950.0,0.4007,-0.0248,0.4255,0.9988,0,0.4023,0.9988,0.9988,0.981
635234,2024-10-04,066570,LG전자,순항 LG전자(066570) 순항 3Q24 Preview: 눈높이 충족 예상,140000,Buy,양승수,메리츠증권,105900.0,77400.0,-0.2691,-0.0248,-0.2443,0.5529,0,0.322,0.5529,0.5529,0.5457
635233,2024-10-04,035760,CJ ENM,이익 개선 기조는 유지 CJ ENM(035760) 이익 개선 기조는 유지 3Q24 Preview: 연결 영업이익 426억원으로 시장 기대치 하회 전망,105000,Buy,정지수,메리츠증권,68700.0,59600.0,-0.1325,-0.0248,-0.1076,0.5676,0,0.5284,0.5676,0.5676,0.6695
635230,2024-10-04,375500,DL이앤씨,3Q24 Preview: 정상화를 향해 DL이앤씨(375500) 3Q24 Preview: 정상화를 향해 3Q24 Preview: 정상화를 향해,42000,Buy,김세련,LS증권,29950.0,41950.0,0.4007,-0.0248,0.4255,0.9988,0,0.4023,0.9988,0.9988,0.981
635229,2024-10-04,000720,현대건설,3Q24 Preview: Step by Step 현대건설(000720) 3Q24 Preview: Step by Step 3Q24 Preview: Step by Step,43000,Buy,김세련,LS증권,30050.0,35700.0,0.188,-0.0248,0.2129,0.8302,0,0.4309,0.8302,0.8302,0.7093
635225,2024-10-04,005930,삼성전자,"메모리 분전, 비메모리 부진 삼성전자(005930) 메모리 분전, 비메모리 부진 메모리 분전, 비메모리 부진",86000,매수,"한동희,박제민",SK증권,60600.0,58800.0,-0.0297,-0.0248,-0.0049,0.6837,0,0.4191,0.6837,0.6837,0.9651
635223,2024-10-04,207940,삼성바이오로직스,3Q24 Preview: 견조한 매출 삼성바이오로직스(207940) 3Q24 Preview: 견조한 매출 3Q24 Preview: 견조한 매출,1200000,매수,이선경,SK증권,1470272.0,1545331.0,0.0511,-0.0248,0.0759,0.7122,1,-0.1838,0.7122,0.7122,0.7625
635220,2024-10-04,000660,SK하이닉스,하반기 증익 사이클 지속 SK하이닉스(000660) 하반기 증익 사이클 지속 하반기 증익 사이클 지속,300000,매수,"한동희,박제민",SK증권,174100.0,197900.0,0.1367,-0.0248,0.1616,0.6597,0,0.7231,0.6597,0.6597,0.6817
635218,2024-10-04,207940,삼성바이오로직스,4공장 전체 매출 인식 본격화 삼성바이오로직스(207940) 4공장 전체 매출 인식 본격화 4공장 전체 매출 인식 본격화,1200000,Buy,이희영,대신증권,1470272.0,1545331.0,0.0511,-0.0248,0.0759,0.7122,1,-0.1838,0.7122,0.7122,0.7625
635214,2024-10-04,207940,삼성바이오로직스,"3Q24 Pre: In-Line, On-Track 삼성바이오로직스(207940) 3Q24 Pre: In-Line, On-Track 3Q24 Pre: In-Line, On-Track",1150000,Buy,장민환,iM증권,1470272.0,1545331.0,0.0511,-0.0248,0.0759,0.6562,1,-0.2178,0.6562,0.6562,0.7087
635206,2024-10-02,298020,효성티앤씨,"아직까진 부진한 업황 효성티앤씨(298020) 아직까진 부진한 업황 3Q24 영업이익 663억원, 컨센서스 하회 예상",430000,Buy,윤용식,한화투자증권,312000.0,217000.0,-0.3045,-0.0315,-0.273,0.5047,0,0.3782,0.5047,0.5047,0.5
635187,2024-10-02,011070,LG이노텍,섣부른 결론을 기회로 LG이노텍(011070) 섣부른 결론을 기회로 3Q24 Preview: 시장 컨센서스 하회 전망 초기 우려가 기회가 될 수 있는 주가,290000,Buy,양승수,메리츠증권,208000.0,159900.0,-0.2312,-0.0315,-0.1998,0.5514,0,0.3942,0.5514,0.5514,0.65
635185,2024-10-02,178320,서진시스템,다시 분기 최고 실적 경신 예상 서진시스템(178320) 다시 분기 최고 실적 경신 예상 다시 분기 최고 실적 경신 예상,41000,매수,나승두,SK증권,28700.0,20550.0,-0.284,-0.0315,-0.2525,0.5012,0,0.4286,0.5012,0.5012,0.5232
635184,2024-10-02,032350,롯데관광개발,10 월이 더욱 기대되는 이유 롯데관광개발(032350) 10 월이 더욱 기대되는 이유 10 월이 더욱 기대되는 이유,25000,매수,나승두,SK증권,10170.0,7990.0,-0.2144,-0.0315,-0.1829,0.3196,0,1.4582,0.3196,0.3196,0.7056
635170,2024-10-02,000080,하이트진로,3Q24 Preview 하이트진로(000080) 3Q24 Preview 3Q24 Preview,31000,Buy,이경신,iM증권,20000.0,19230.0,-0.0385,-0.0315,-0.007,0.6203,0,0.55,0.6203,0.6203,0.6174
635169,2024-10-02,033780,KT&G,3Q24 Preview KT&G(033780) 3Q24 Preview 3Q24 Preview,140000,Buy,이경신,iM증권,104500.0,101100.0,-0.0325,-0.0315,-0.0011,0.7221,0,0.3397,0.7221,0.7221,0.9571
635168,2024-10-02,097950,CJ제일제당,3Q24 Preview CJ제일제당(097950) 3Q24 Preview 3Q24 Preview,470000,Buy,이경신,iM증권,292500.0,246500.0,-0.1573,-0.0315,-0.1258,0.5245,0,0.6068,0.5245,0.5245,0.4968
635167,2024-10-02,271560,오리온,3Q24 Preview 오리온(271560) 3Q24 Preview 3Q24 Preview,160000,Buy,이경신,iM증권,95900.0,117900.0,0.2294,-0.0315,0.2609,0.7369,0,0.6684,0.7369,0.7369,0.6456
635166,2024-10-02,007310,오뚜기,3Q24 Preview 오뚜기(007310) 3Q24 Preview 3Q24 Preview,600000,Buy,이경신,iM증권,416500.0,413500.0,-0.0072,-0.0315,0.0242,0.6892,0,0.4406,0.6892,0.6892,0.6758
635165,2024-10-02,004370,농심,3Q24 Preview 농심(004370) 3Q24 Preview 3Q24 Preview,550000,Buy,이경신,iM증권,378500.0,404500.0,0.0687,-0.0315,0.1001,0.7355,0,0.4531,0.7355,0.7355,0.8155
635164,2024-10-02,005300,롯데칠성,3Q24 Preview 롯데칠성(005300) 3Q24 Preview 3Q24 Preview,200000,Buy,이경신,iM증권,128400.0,106900.0,-0.1674,-0.0315,-0.136,0.5345,0,0.5576,0.5345,0.5345,0.5685
635163,2024-10-02,005610,SPC삼립,3Q24 Preview SPC삼립(005610) 3Q24 Preview 3Q24 Preview,86000,Buy,이경신,iM증권,50900.0,59800.0,0.1749,-0.0315,0.2063,0.6953,0,0.6896,0.6953,0.6953,0.6
635162,2024-10-02,001680,대상,3Q24 Preview 대상(001680) 3Q24 Preview 3Q24 Preview,31000,Buy,이경신,iM증권,20750.0,23050.0,0.1108,-0.0315,0.1423,0.7435,0,0.494,0.7435,0.7435,0.7081
635161,2024-10-02,005180,빙그레,3Q24 Preview 빙그레(005180) 3Q24 Preview 3Q24 Preview,110000,Buy,이경신,iM증권,62600.0,93300.0,0.4904,-0.0315,0.5219,0.8482,0,0.7572,0.8482,0.8482,0.7009
635160,2024-10-02,031440,신세계푸드,3Q24 Preview 신세계푸드(031440) 3Q24 Preview 3Q24 Preview,61000,Buy,이경신,iM증권,36300.0,29400.0,-0.1901,-0.0315,-0.1586,0.482,0,0.6804,0.482,0.482,0.6238
635159,2024-10-02,051500,CJ프레시웨이,3Q24 Preview CJ프레시웨이(051500) 3Q24 Preview 3Q24 Preview,33000,Buy,이경신,iM증권,18800.0,22650.0,0.2048,-0.0315,0.2362,0.6864,0,0.7553,0.6864,0.6864,0.803
635158,2024-09-30,166090,하나머티리얼즈,"3Q24 Preview: 속도는 둔화, 방향성은 유지 하나머티리얼즈(166090) 3Q24 Preview: 속도는 둔화, 방향성은 유지 3Q24 Preview: 속도는 둔화, 방향성은 유지",59000,Buy,차용호,LS증권,32100.0,32300.0,0.0062,-0.0136,0.0198,0.5475,0,0.838,0.5475,0.5475,0.6805
635150,2024-09-30,001040,CJ,꺼지지 않는 성장 엔진 CJ(001040) 꺼지지 않는 성장 엔진 꺼지지 않는 성장 엔진,164000,Buy,이승웅,유안타증권,118900.0,117900.0,-0.0084,-0.0136,0.0052,0.7189,0,0.3793,0.7189,0.7189,0.8811
635121,2024-09-30,028050,삼성E&A,"불확실한 상황, 중요한 것은 방향성 삼성E&A(028050) 불확실한 상황, 중요한 것은 방향성 불확실한 상황, 중요한 것은 방향성",30000,매수,조정현,IBK투자증권,22000.0,19870.0,-0.0968,-0.0136,-0.0832,0.6623,0,0.3636,0.6623,0.6623,0.8933
635118,2024-09-30,005930,삼성전자,Market-Weight 전략 권고 삼성전자(005930) Market-Weight 전략 권고 Market-Weight 전략 권고,77000,Buy,송명섭,iM증권,61500.0,60200.0,-0.0211,-0.0136,-0.0075,0.7818,0,0.252,0.7818,0.7818,0.9104
635117,2024-09-30,000660,SK하이닉스,Market-Weight 전략 권고 SK하이닉스(000660) Market-Weight 전략 권고 Market-Weight 전략 권고,181000,Hold,송명섭,iM증권,174600.0,199300.0,0.1415,-0.0136,0.1551,0.8989,1,0.0367,0.8989,0.8989,0.0801
635110,2024-09-25,373220,LG에너지솔루션,심리 변화 중: 부정에서 다소 긍정으로 LG에너지솔루션(373220) 심리 변화 중: 부정에서 다소 긍정으로 심리 변화 중: 부정에서 다소 긍정으로,470000,Buy,노우호,메리츠증권,413500.0,331500.0,-0.1983,0.0138,-0.2121,0.7053,0,0.1366,0.7053,0.7053,0.7691
635097,2024-09-27,281740,레이크머티리얼즈,4분기 실적으로 증명될 고객사 확장 모멘텀 레이크머티리얼즈(281740) 4분기 실적으로 증명될 고객사 확장 모멘텀 4분기 실적으로 증명될 고객사 확장 모멘텀,24000,Buy,김광진,한화투자증권,17760.0,16070.0,-0.0952,-0.0022,-0.093,0.6696,0,0.3514,0.6696,0.6696,0.5112
635096,2024-09-27,035420,NAVER,컨센서스 상회 전망 NAVER(035420) 컨센서스 상회 전망 3Q24 실적은 영업이익 컨센서스 상회 전망,240000,Buy,김소혜,한화투자증권,170400.0,204000.0,0.1972,-0.0022,0.1994,0.85,0,0.4085,0.85,0.85,0.9313
635090,2024-09-27,085670,뉴프렉스,"Meta Connect는 끝이 아닌 새로운 시작 뉴프렉스(085670) Meta Connect는 끝이 아닌 새로운 시작 2024년: 스마트폰 ↓, XR ↑ Quest3S 출시 이벤트는 끝이 아닌 시작",10000,Buy,양승수,메리츠증권,6710.0,4745.0,-0.2928,-0.0022,-0.2906,0.4745,0,0.4903,0.4745,0.4745,0.505
