label,company,code,date,opinion,title,analysts,winner_names,broker,target,price_then,pid
award_winner,풍산,103140,2026-01-19,매수,"풍산(103140) 구리가 끌고, 방산이 밀고!",백재승,백재승,삼성증권,180000,71200,812630
control,풍산,103140,2026-01-15,매수유지,"풍산(103140) 방산 모멘텀 재가동, 신동 부문 구리 가격 수혜",권지우,,한화투자증권,178000,71200,812438
control,풍산,103140,2026-01-12,매수,풍산(103140) 4Q25 Preview: 구리와 방산은 여전히 좋은 재료,김진범,,상상인증권,150000,71200,811960
control,풍산,103140,2026-01-12,매수유지,"풍산(103140) 외형 성장은 신동이, 수익성 개선은 방산이 견인","박광래,한승훈",,신한투자증권,170000,71200,811900
control,풍산,103140,2026-01-12,Not Rated,풍산(103140) 신동부문이 만드는 컨센서스 상회,"장재혁,김아현",,메리츠증권,0,71200,811887
award_winner,풍산,103140,2026-01-09,매수유지,풍산(103140) 올해 사상 최고치 영업이익 예상,"박성봉,김승규",박성봉,하나증권,160000,71200,811769
control,풍산,103140,2026-01-07,매수,풍산(103140) 방위부문 가치 저평가 속 구리 가격 사상 최고치,이재광,,NH투자증권,160000,71200,811668
control,풍산,103140,2026-01-06,매수유지,"풍산(103140) 4Q25 우호적 환경, 막판 스퍼트",안회수,,DB증권,180000,71200,811461
control,풍산,103140,2026-01-05,보유,풍산(103140) 방산 수출 증가로 4Q 컨센서스 부합 예상,김현태,,BNK투자증권,120000,71200,811421
control,풍산,103140,2025-12-09,매수유지,풍산(103140) 낮아진 시장 눈높이,최용현,,KB증권,150000,71200,810665
award_winner,풍산,103140,2025-11-25,매수,"풍산(103140) 센티멘트 변화 크지만, 방산업 실적은 견고할 것",백재승,백재승,삼성증권,135000,71200,809883
control,풍산,103140,2025-11-20,매수,풍산(103140) 155mm Capa 증설 효과 기대,최용현,,KB증권,170000,71200,809577
award_winner,풍산,103140,2025-11-17,매수유지,풍산(103140) 2026년 신동 부문의 수익성 개선도 기대된다.,"박성봉,김승규",박성봉,하나증권,160000,71200,808958
award_winner,풍산,103140,2025-11-17,매수,풍산(103140) Top Picks,박성봉,박성봉,하나증권,160000,71200,808925
control,풍산,103140,2025-11-14,매수,풍산(103140) 쌍두마차 나가신다,이정우,,다올투자증권,160000,71200,808863
control,풍산,103140,2025-11-11,Not Rated,풍산(103140) 신동 부문 잠재력과 밸류에이션 매력 유효,장재혁,,메리츠증권,0,71200,808366
control,풍산,103140,2025-11-03,매수유지,풍산(103140) 방산 내수 매출 이월 영향 부진한 실적,이재광,,NH투자증권,160000,71200,806945
control,풍산,103140,2025-11-03,매수유지,풍산(103140) 기대에 미치지 못한 실적,이종형,,키움증권,160000,71200,806920
control,KB금융,105560,2026-07-29,매수유지,KB금융(105560) 균형의 미,설용진,,iM증권,205000,168500,837296
control,KB금융,105560,2026-07-27,매수유지,KB금융(105560) 최대실적 지속 경신,전배승,,LS증권,215000,168500,836949
award_winner,KB금융,105560,2026-07-24,매수유지,KB금융(105560) 이익 체력으로 증명한 추가 환원,김현수,김현수,상상인증권,210000,168500,836848
control,KB금융,105560,2026-07-24,매수유지,KB금융(105560) 숫자로 증명한 경쟁력,유준석,,흥국증권,230000,168500,836844
control,KB금융,105560,2026-07-24,매수유지,KB금융(105560) 2Q26 Review: 업계 최고 수준의 자본력이 주는 안정감,김지영,,교보증권,210000,168500,836830
control,KB금융,105560,2026-07-24,매수유지,KB금융(105560) 기말 배당으로 이연된 하반기 재원,김도하,,한화투자증권,226000,168500,836803
control,KB금융,105560,2026-07-24,매수유지,KB금융(105560) 다각화된 포트폴리오 이점 부각,김지원,,다올투자증권,210000,168500,836794
control,KB금융,105560,2026-07-24,매수유지,KB금융(105560) 이익과 주주환원 모두 가장 편안한 선택지,설용진,,iM증권,205000,168500,836775
award_winner,KB금융,105560,2026-07-24,매수,KB금융(105560) 2H 잔여 주주환원 재원 활용 주목 필요,"조아해,공건희",조아해,메리츠증권,228000,168500,836760
control,KB금융,105560,2026-07-24,매수유지,"KB금융(105560) 최대실적, 하반기 추가 주주환원","김은갑,손예빈",,키움증권,230000,168500,836759
award_winner,KB금융,105560,2026-07-24,매수유지,KB금융(105560) 전 계열사 고른 손익 개선. 총주주환원율도 57%로 상승,"최정욱,정소영",최정욱,하나증권,220000,168500,836747
control,KB금융,105560,2026-07-24,매수유지,KB금융(105560) [2Q26 Review] 압도적 환원 규모,"박혜진,권용수",,대신증권,232000,168500,836732
control,KB금융,105560,2026-07-24,매수유지,KB금융(105560) 다변화된 사업 포트폴리오 저력 입증,은경완,,신한투자증권,200000,168500,836720
control,KB금융,105560,2026-07-24,매수유지,KB금융(105560) 조달비용 상승 우려 선반영,우도형,,유안타증권,235000,168500,836708
control,KB금융,105560,2026-07-24,매수유지,KB금융(105560) 실적과 주주환원 모두 양호한 흐름,정준섭,,NH투자증권,226000,168500,836707
control,KB금융,105560,2026-07-24,,KB금융(105560) 2Q26 실적 발표 서비스,정준섭,,NH투자증권,0,168500,836697
control,KB금융,105560,2026-07-24,매수,"KB금융(105560) 2Q 실적: 비은행, 비이자이익 차별화가 플러스 알파 창출","김재우,윤희재",,삼성증권,230000,168500,836691
control,KB금융,105560,2026-07-24,매수유지,KB금융(105560) 비이자이익이 견인한 호실적,나민욱,,DB증권,225000,168500,836687
control,KB금융,105560,2026-07-14,매수유지,KB금융(105560) 2Q26 Preview: 단기 변동성 확대 예상,우도형,,유안타증권,225000,168500,836072
control,KB금융,105560,2026-07-14,매수유지,KB금융(105560) 팔방미인,유준석,,흥국증권,230000,168500,836061
control,KB금융,105560,2026-07-10,매수,KB금융(105560) 역대급 실적과 기대를 충족해줄 주주환원,나민욱,,DB증권,225000,168500,835777
control,KB금융,105560,2026-07-09,매수,KB금융(105560) 2Q26 Preview,김도하,,한화투자증권,226000,168500,835680
control,KB금융,105560,2026-07-09,매수유지,KB금융(105560) 다각화 기반 체력과 하반기 주주환원 확대 기대,김지원,,다올투자증권,210000,168500,835671
control,KB금융,105560,2026-07-09,매수유지,KB금융(105560) 적극 매수 구간,"박혜진,권용수",,대신증권,220000,168500,835653
control,KB금융,105560,2026-07-09,매수,KB금융(105560) 금융지주 주식 중 가장 편안한 선택,정준섭,,NH투자증권,226000,168500,835645
control,KB금융,105560,2026-07-09,매수,KB금융(105560) 2Q26 Preview,은경완,,신한투자증권,190000,168500,835614
award_winner,KB금융,105560,2026-07-09,매수유지,"KB금융(105560) 비은행이 메운 매크로 부담, 환원도 견조",김현수,김현수,상상인증권,210000,168500,835537
control,KB금융,105560,2026-07-07,매수유지,KB금융(105560) 이번에도 기대되는 주주환원,정태준,,미래에셋증권,216000,168500,835385
control,KB금융,105560,2026-07-02,매수유지,"KB금융(105560) 실적, 자사주 모두 기대를 충족시킬 전망",정준섭,,NH투자증권,226000,168500,825057
control,KB금융,105560,2026-07-01,매수유지,KB금융(105560) 단기 변동성 확대 예상,우도형,,유안타증권,225000,168500,824974
control,KB금융,105560,2026-06-30,매수유지,KB금융(105560) [2Q26 Preview] 적극 매수 구간,"박혜진,권용수",,대신증권,190000,168500,824952
control,KB금융,105560,2026-06-30,매수유지,KB금융(105560) 비은행 경쟁력이 이익체력을 가르는 국면,설용진,,iM증권,190000,168500,824870
control,KB금융,105560,2026-06-25,매수유지,"KB금융(105560) 투자가치가 높은데 시장이 알아주지 않는다(총주주환원율 55%, ROE 12% 대비 PBR 0.9배)",김인,,BNK투자증권,200000,168500,824693
award_winner,KB금융,105560,2026-06-12,매수유지,KB금융(105560) 2분기 순익은 컨센서스 대폭 상회하는 2조원 육박 전망,"최정욱,정소영",최정욱,하나증권,220000,168500,824147
control,KB금융,105560,2026-06-10,매수유지,KB금융(105560) 하반기 전망:하반기에도 주주환원 선도,"전배승,전채원",,LS증권,205000,168500,824039
control,KB금융,105560,2026-06-05,매수유지,KB금융(105560) ROE와 RoRWA의 동반 상승이 가장 뚜렷,김도하,,한화투자증권,226000,168500,823808
control,KB금융,105560,2026-05-28,매수유지,"KB금융(105560) 최대실적, 대규모 자기주식 소각","김은갑,손예빈",,키움증권,220000,168500,823438
control,KB금융,105560,2026-05-28,매수유지,KB금융(105560) 비은행 계열사 경쟁력 부각,은경완,,신한투자증권,190000,168500,823423
control,KB금융,105560,2026-05-26,매수,KB금융(105560) 투자유망종목,정준섭,,NH투자증권,226000,168500,823190
control,KB금융,105560,2026-05-20,매수유지,KB금융(105560) 이제는 내재가치만큼 인정받을 때,정준섭,,NH투자증권,226000,168500,822799
award_winner,KB금융,105560,2026-05-19,매수,KB금융(105560) Top Picks,최정욱,최정욱,하나증권,200000,168500,822677
control,KB금융,105560,2026-05-12,매수유지,"KB금융(105560) 지속 가능한 Value-Up 프로그램 기대, 업종내 Top picks",김지영,,교보증권,190000,168500,821808
control,KB금융,105560,2026-04-28,매수유지,KB금융(105560) 기대되는 하반기 자사주 매입,우도형,,유안타증권,220000,168500,819941
control,KB금융,105560,2026-04-27,매수유지,"KB금융(105560) 최대실적, 대규모 자기주식 소각","김은갑,손예빈",,키움증권,220000,168500,819770
award_winner,KB금융,105560,2026-04-24,매수유지,KB금융(105560) 업종 내 최선호주로 제시,김현수,김현수,상상인증권,190000,168500,819665
control,KB금융,105560,2026-04-24,매수유지,"KB금융(105560) 1Q26 Review: 멋진 자본 경쟁력, 역대 최대 자기주식 소각",김지영,,교보증권,190000,168500,819646
control,KB금융,105560,2026-04-24,매수유지,KB금융(105560) 최대실적 달성,전배승,,LS증권,195000,168500,819629
control,KB금융,105560,2026-04-24,매수유지,KB금융(105560) 1Q26 Review: 호실적 및 기취득 자사주 전량 소각,"백두산,안현빈",,한국투자증권,205000,168500,819623
award_winner,KB금융,105560,2026-04-24,매수,KB금융(105560) 남다른 이익 창출력,"조아해,공건희",조아해,메리츠증권,210000,168500,819605
control,KB금융,105560,2026-04-24,매수유지,"KB금융(105560) 돋보이는 비이자이익, 선방한 자본비율",정준섭,,NH투자증권,196000,168500,819592
control,KB금융,105560,2026-04-24,매수유지,KB금융(105560) 하반기 자사주 매입 추정치 1조원으로 상향,김도하,,한화투자증권,210000,168500,819584
control,KB금융,105560,2026-04-24,매수유지,KB금융(105560) 자본시장 경쟁력 부각,은경완,,신한투자증권,180000,168500,819574
control,KB금융,105560,2026-04-24,매수유지,KB금융(105560) 주주환원 우상향 기대 유지,김지원,,다올투자증권,190000,168500,819565
control,KB금융,105560,2026-04-24,매수유지,KB금융(105560) 가장 안정적인 이익체력,설용진,,iM증권,190000,168500,819555
control,KB금융,105560,2026-04-24,매수,KB금융(105560) 1Q 실적: 머니무브 속에서 은행과 비은행이 실적 쌍끌이,"김재우,윤희재",,삼성증권,200000,168500,819538
award_winner,KB금융,105560,2026-04-24,매수유지,KB금융(105560) 비은행이 그룹 ROE 상승 견인. 기존 자사주도 모두 소각,"최정욱,정소영",최정욱,하나증권,200000,168500,819534
control,KB금융,105560,2026-04-24,매수유지,KB금융(105560) 언제나 든든한 1등,정태준,,미래에셋증권,216000,168500,819532
control,KB금융,105560,2026-04-24,매수유지,KB금융(105560) [1Q26 Review] 비은행 계열사의 눈부신 약진,"박혜진,권용수",,대신증권,190000,168500,819524
control,KB금융,105560,2026-04-24,,KB금융(105560) 1Q26 실적 발표 서비스,정준섭,,NH투자증권,0,168500,819515
control,KB금융,105560,2026-04-24,매수유지,KB금융(105560) 1Q26 Re. 대장주의 품격,나민욱,,DB증권,200000,168500,819514
control,현대건설,000720,2026-08-03,매수유지,현대건설(000720) 주택에서 서프,김승준,,하나증권,135000,94600,837853
award_winner,현대건설,000720,2026-08-03,매수유지,현대건설(000720) 각종 비용 부담 넘어선 2분기. 원전으로 증명할 하반기,"장문준,강민창",장문준,KB증권,170000,94600,837850
control,현대건설,000720,2026-07-31,,현대건설(000720) 2Q26 실적 요약,KB증권,,KB증권,0,94600,837843
award_winner,현대건설,000720,2026-07-22,매수유지,현대건설(000720) 폭풍전야. 매수가 필요하다,"장문준,강민창",장문준,KB증권,170000,94600,836569
control,현대건설,000720,2026-07-21,매수유지,"현대건설(000720) 2Q26 Preview:실적은 상회, 원전은 숨 고르기",김도엽,,유안타증권,205000,94600,836499
control,현대건설,000720,2026-07-20,매수유지,"현대건설(000720) 2Q26 Preview: 본업안정 진행중, 원전 기대중",이상호,,교보증권,180000,94600,836378
award_winner,현대건설,000720,2026-07-20,매수,현대건설(000720) 2Q26 Preview: 실망에서 기대로 바뀌는 변곡점,"문경원,이동석",문경원,메리츠증권,176000,94600,836351
control,현대건설,000720,2026-07-20,매수유지,"현대건설(000720) 2Q26 Preview : 실적 개선 지속, 남은 건 Off-taker",류태환,,유진투자증권,178000,94600,836345
control,현대건설,000720,2026-07-16,매수유지,현대건설(000720) 변한 것은 주가 뿐,김선미,,신한투자증권,170000,94600,836317
control,현대건설,000720,2026-07-16,매수유지,"현대건설(000720) 2분기 호실적, 해외 원전의 첫 결실을 기다리며",김기룡,,미래에셋증권,175000,94600,836313
control,현대건설,000720,2026-07-16,매수유지,현대건설(000720) 2Q26 Preview: 원전 수주 시동,박세라,,신영증권,200000,94600,836265
control,현대건설,000720,2026-07-16,매수유지,현대건설(000720) 보여줄게 완전히 달라진 나,김세련,,LS증권,175000,94600,836255
control,현대건설,000720,2026-07-02,매수,현대건설(000720) 원전 사이클에 더해지는 주택 사이클,박영도,,다올투자증권,155000,94600,825088
control,현대건설,000720,2026-06-18,매수유지,현대건설(000720) 발주가 깨어난다,박세라,,신영증권,200000,94600,824413
control,현대건설,000720,2026-06-16,매수,현대건설(000720) 원전으로 한 번 더 도약,이혜진,,대신증권,195000,94600,824290
control,현대건설,000720,2026-06-12,매수유지,"현대건설(000720) 2026 하반기 전망:2026년 하반기, 해외 원전 밸류체인 성과 기대",김기룡,,미래에셋증권,213000,94600,824213
control,현대건설,000720,2026-06-12,매수유지,현대건설(000720) 다시 무대의 중심에 서다,김선미,,신한투자증권,180000,94600,824193
control,현대건설,000720,2026-06-12,매수유지,현대건설(000720) 안팎으로 확실한 존재감,"송유림,김예인",,한화투자증권,200000,94600,824149
control,현대건설,000720,2026-06-10,매수유지,현대건설(000720) 이자율 0% 전환사채 발행,김세련,,LS증권,200000,94600,824004
control,현대건설,000720,2026-06-10,매수,현대건설(000720) 전환사채 발행결정 코멘트(26.06.09),조정현,,IBK투자증권,260000,94600,824003
control,현대건설,000720,2026-06-10,매수유지,"현대건설(000720) 26년 하반기 전망: 유효한 원전 트렌드, 그리고 낮아진 벨류에이션 부담감",배세호,,iM증권,190000,94600,823993
control,현대건설,000720,2026-06-04,,현대건설(000720) Corporate Day Note,김도엽,,유안타증권,0,94600,823738
control,현대건설,000720,2026-06-01,매수,현대건설(000720) ESG 기조가 미래 경쟁력,박세라,,신영증권,190000,94600,823658
control,현대건설,000720,2026-05-26,매수,현대건설(000720) 투자유망종목,이은상,,NH투자증권,300000,94600,823209
control,현대건설,000720,2026-05-19,매수유지,"현대건설(000720) 레퍼런스가 기대감으로, 기대감은 수주로",김세련,,LS증권,210000,94600,822723
control,현대건설,000720,2026-05-19,매수유지,"현대건설(000720) 중동 재건, 원전 뭐든 잘해요",신대현,,키움증권,214000,94600,822705
control,현대건설,000720,2026-05-08,,현대건설(000720) Conference Call Note,김도엽,,유안타증권,0,94600,821278
award_winner,현대건설,000720,2026-05-07,매수유지,현대건설(000720) 때가 다가온다. 비교할 수 없는 경험이 마땅한 차별화의 근거,"장문준,강민창",장문준,KB증권,230000,94600,821206
control,현대건설,000720,2026-04-29,매수유지,"현대건설(000720) 1분기 실적, 시장 예상치 상회",김기룡,,미래에셋증권,213000,94600,820217
control,현대건설,000720,2026-04-29,매수유지,현대건설(000720) 1Q26 Review: 숫자에 신뢰가 더해지는 구간,박세라,,신영증권,190000,94600,820169
control,현대건설,000720,2026-04-29,매수유지,"현대건설(000720) 1Q26 Review: SMR 수주 시기 근접, 재건 수주 기대 유효","강경태,황현정",,한국투자증권,194000,94600,820168
control,현대건설,000720,2026-04-29,매수유지,현대건설(000720) 여전히 저평가,김세련,,LS증권,210000,94600,820153
control,현대건설,000720,2026-04-29,매수유지,현대건설(000720) [1Q26 Review] 넘볼 수 없는 자리,"송유림,김예인",,한화투자증권,200000,94600,820136
control,현대건설,000720,2026-04-29,매수유지,현대건설(000720) 불확실성 있으나 영업이익 가이던스 달성 전망,신대현,,키움증권,214000,94600,820119
control,현대건설,000720,2026-04-29,매수유지,"현대건설(000720) 안정되고 있는 수익성, 유효한 원전 수주 기대감",배세호,,iM증권,210000,94600,820115
award_winner,현대건설,000720,2026-04-29,매수,현대건설(000720) 1Q26 Review: 중동에서의 1승,"문경원,이동석",문경원,메리츠증권,217000,94600,820109
control,현대건설,000720,2026-04-29,매수유지,현대건설(000720) 계약으로 확인될 경쟁력,김선미,,신한투자증권,220000,94600,820104
control,현대건설,000720,2026-04-29,매수유지,"현대건설(000720) 원전, 수익성 방어: 모두 준비 갈 완료!",김도엽,,유안타증권,223000,94600,820083
control,현대건설,000720,2026-04-29,보유,현대건설(000720) 1Q26 Review; 주택/건축 부문 부진을 상쇄한 플랜트 이익,허재준,,삼성증권,165000,94600,820079
control,현대건설,000720,2026-04-29,매수유지,현대건설(000720) 근거 있는 자신감,이은상,,NH투자증권,300000,94600,820077
control,현대건설,000720,2026-04-29,매수유지,현대건설(000720) 서프라이즈 기록,김승준,,하나증권,240000,94600,820068
control,현대건설,000720,2026-04-29,매수유지,현대건설(000720) 1Q26 Review: 이익과 수주는 하반기가 분기점,조정현,,IBK투자증권,260000,94600,820065
control,현대건설,000720,2026-04-28,,현대건설(000720) 1Q26 실적 요약,KB증권,,KB증권,0,94600,820055
control,현대건설,000720,2026-04-24,매수유지,"현대건설(000720) 건설주 리레이팅, 원전/중동 기대에 대한 고찰",김진범,,상상인증권,215000,94600,819669
control,현대건설,000720,2026-04-23,매수유지,현대건설(000720) 인적 자본이 만드는 저력,이은상,,NH투자증권,300000,94600,819468
control,현대건설,000720,2026-04-21,매수유지,현대건설(000720) ‘인력(人力)’으로 입증,이은상,,NH투자증권,300000,94600,819237
control,현대건설,000720,2026-04-20,매수유지,현대건설(000720) 대형 원전수주로 밸류에이션을 증명할 것,조정현,,IBK투자증권,260000,94600,819112
control,현대건설,000720,2026-04-20,매수유지,현대건설(000720) 시대정신을 이끄는 No.1 원전 시공사,신대현,,키움증권,214000,94600,819100
control,현대건설,000720,2026-04-15,매수유지,"현대건설(000720) 웨스팅하우스, 홀텍, 그리고 팀코리아",황성현,,유진투자증권,231000,94600,818853
control,현대건설,000720,2026-04-15,매수유지,현대건설(000720) 원전 EPC사로의 성과 보여줄 것,배세호,,iM증권,210000,94600,818821
control,현대건설,000720,2026-04-14,매수유지,"현대건설(000720) 무난한 실적, 강해지는 원전 모멘텀",김선미,,신한투자증권,220000,94600,818775
control,현대건설,000720,2026-04-13,매수유지,현대건설(000720) 숫자로 증명할 한 해,김세련,,LS증권,210000,94600,818520
control,현대건설,000720,2026-04-10,매수유지,현대건설(000720) 전천후 원전 플레이어로 도약,이선일,,BNK투자증권,250000,94600,818443
award_winner,현대건설,000720,2026-04-09,매수,"현대건설(000720) 1Q26 Preview: 괜찮은 실적, 임박한 수주","문경원,이동석",문경원,메리츠증권,197000,94600,818222
control,현대건설,000720,2026-04-09,매수유지,"현대건설(000720) 예상대로 무난할 1분기, 개선되는 센티",김승준,,하나증권,240000,94600,818218
control,현대건설,000720,2026-04-08,매수유지,현대건설(000720) 전쟁도 막지 못한,"송유림,김예인",,한화투자증권,200000,94600,818164
control,현대건설,000720,2026-04-08,매수유지,현대건설(000720) 무소식이 희소식: 이상 無,김도엽,,유안타증권,202000,94600,818072
control,현대건설,000720,2026-04-06,매수유지,현대건설(000720) 페르미 미국원전 대표 주간사,이상호,,교보증권,230000,94600,817896
control,현대건설,000720,2026-04-02,매수,현대건설(000720) 세계 무대에서 입증할 시공 경쟁력,이은상,,NH투자증권,240000,94600,817727
control,현대건설,000720,2026-04-02,매수,현대건설(000720) 원전과 본업의 쌍끌이. 막을 자가 없다.,김도엽,,유안타증권,202000,94600,817698
control,현대자동차,005380,2026-07-30,매수,현대자동차(005380) NDR 후기: 실적 저점 확인과 로보틱스,최태용,,DS투자증권,840000,388000,837488
control,현대자동차,005380,2026-07-27,매수유지,"현대자동차(005380) 과도한 조정, 변하지 않은 AI 투자포인트",남주신,,DB증권,700000,388000,837000
control,현대자동차,005380,2026-07-24,매수유지,"현대자동차(005380) 2Q26 리뷰: 우려 대비 양호, 로봇 모멘텀 주목",김진석,,미래에셋증권,840000,388000,836855
control,현대자동차,005380,2026-07-24,매수유지,"현대자동차(005380) 하반기 생산 정상화, 이익 방어 기대",유민기,,상상인증권,700000,388000,836846
control,현대자동차,005380,2026-07-24,매수유지,"현대자동차(005380) 물량 회복을 기다리며, 로보틱스를 바라볼 때",마건우,,흥국증권,720000,388000,836842
control,현대자동차,005380,2026-07-24,매수유지,"현대자동차(005380) 2Q26 Review: 눈높이는 낮추되, 방향성은 위로","김창호,전유나",,한국투자증권,640000,388000,836833
control,현대자동차,005380,2026-07-24,매수유지,"현대자동차(005380) 2Q26 Review: 바닥을 찍고, 하반기 레벨업",김광식,,교보증권,740000,388000,836826
control,현대자동차,005380,2026-07-24,매수유지,현대자동차(005380) 2Q26 Review: 3분기 보다는 4분기를 기대,문용권,,신영증권,630000,388000,836819
control,현대자동차,005380,2026-07-24,매수유지,현대자동차(005380) 2Q 바닥 확인. 하반기 신차 효과와 로보틱스 실행 기대,"송선재,박태웅",,하나증권,650000,388000,836815
control,현대자동차,005380,2026-07-24,매수,"현대자동차(005380) 실적은 저점, 시선은 로봇",최태용,,DS투자증권,840000,388000,836811
control,현대자동차,005380,2026-07-24,매수유지,"현대자동차(005380) 생산 차질 여파 속 HEV 약진, 하반기 반등을 준비",이상현,,BNK투자증권,650000,388000,836809
control,현대자동차,005380,2026-07-24,매수유지,현대자동차(005380) 상반기 부정적 영향은 해소되는 중,"김성래,김예인",,한화투자증권,760000,388000,836802
control,현대자동차,005380,2026-07-24,매수유지,현대자동차(005380) 2Q26 Review: 시선은 하반기로,유지웅,,다올투자증권,640000,388000,836788
control,현대자동차,005380,2026-07-24,매수유지,"현대자동차(005380) 예상된 실적 부진, 그럼에도 밝은 이유",이상수,,iM증권,650000,388000,836782
control,현대자동차,005380,2026-07-24,매수유지,"현대자동차(005380) 2Q26 Review: 연간 가이던스 유지, 미래 전략은 8월 CID에서",이재일,,유진투자증권,900000,388000,836774
control,현대자동차,005380,2026-07-24,매수유지,현대자동차(005380) 하반기 실적 개선과 모멘텀 집중,이병근,,LS증권,720000,388000,836771
control,현대자동차,005380,2026-07-24,매수유지,현대자동차(005380) 상반기의 부진을 딛고 수익성 가이던스 유지,신윤철,,키움증권,700000,388000,836753
control,현대자동차,005380,2026-07-24,매수유지,현대자동차(005380) [2Q26 Review] 부담은 덜어냈다,"김귀연,박서영",,대신증권,740000,388000,836734
control,현대자동차,005380,2026-07-24,매수유지,현대자동차(005380) 본업 실적 회복 위에 올라설 로봇·SDV의 가치,박광래,,신한투자증권,780000,388000,836726
award_winner,현대자동차,005380,2026-07-24,매수유지,현대자동차(005380) 과도한 이익실현으로 극대화된 투자 매력,"강성진,김지윤",강성진,KB증권,900000,388000,836715
control,현대자동차,005380,2026-07-24,매수,현대자동차(005380) 2Q26 Re: 하반기 OPM 회복 발판 마련,김용민,,유안타증권,570000,388000,836713
control,현대자동차,005380,2026-07-24,매수유지,현대자동차(005380) 분기 실적 바닥 확인,하늘,,NH투자증권,760000,388000,836701
control,현대자동차,005380,2026-07-24,매수,"현대자동차(005380) 변곡점, 8월 이후","김준성,배현서",,메리츠증권,770000,388000,836682
control,현대자동차,005380,2026-07-24,매수,현대자동차(005380) 2Q26 Review: 살아남는 자가 강한 자,"임은영,김현지",,삼성증권,700000,388000,836681
control,현대자동차,005380,2026-07-21,매수,현대자동차(005380) 하반기 투자자들이 봐야할 포인트,김귀연,,대신증권,740000,388000,836538
award_winner,현대자동차,005380,2026-07-21,매수유지,현대자동차(005380) 시장 변동성 감안해 밸류에이션 추정 산입 기간 단축,"강성진,김지윤",강성진,KB증권,900000,388000,836422
control,현대자동차,005380,2026-07-20,매수유지,현대자동차(005380) 2Q26 프리뷰: 우려를 넘어 로봇 모멘텀 주목,김진석,,미래에셋증권,840000,388000,836401
control,현대자동차,005380,2026-07-16,매수유지,현대자동차(005380) 노이즈에 가려진 신사업,이상수,,iM증권,650000,388000,836233
control,현대자동차,005380,2026-07-14,매수유지,현대자동차(005380) Legacy 가격에 Physical AI를 사는 구간,마건우,,흥국증권,780000,388000,836025
control,현대자동차,005380,2026-07-14,매수유지,현대자동차(005380) 변함없는 모멘텀 대장,"김귀연,박서영",,대신증권,740000,388000,835996
control,현대자동차,005380,2026-07-13,매수유지,현대자동차(005380) 하반기 신차 효과 등으로 실적 개선 기대,이상현,,BNK투자증권,650000,388000,835837
control,현대자동차,005380,2026-07-10,매수유지,현대자동차(005380) 2Q26 Preview: 실적 저점 구간의 매수 기회,이재일,,유진투자증권,900000,388000,835742
control,현대자동차,005380,2026-07-10,매수유지,"현대자동차(005380) 하늘을 짊어진 Atlas, 이제 주가를 들어 올릴 때",박광래,,신한투자증권,780000,388000,835719
control,현대자동차,005380,2026-07-09,매수유지,현대자동차(005380) 우려보다 선방한 실적,"김창호,전유나",,한국투자증권,770000,388000,835689
control,현대자동차,005380,2026-07-08,매수,현대자동차(005380) 로보틱스 구조적 우위 평가 상향,최태용,,DS투자증권,840000,388000,835508
control,현대자동차,005380,2026-07-08,매수유지,"현대자동차(005380) 하반기 생산 정상화, 신사업 일정 구체화 기대",유민기,,상상인증권,700000,388000,835504
control,현대자동차,005380,2026-07-08,매수유지,현대자동차(005380) 내러티브보다는 펀더멘털 회복 가능성에 주목,신윤철,,키움증권,700000,388000,835448
control,현대자동차,005380,2026-07-07,매수유지,"현대자동차(005380) 실적은 개선, 기대감은 현실로",이병근,,LS증권,720000,388000,825335
control,현대자동차,005380,2026-07-06,매수유지,현대자동차(005380) 2Q26 Preview : 분기말 들어서 좋아지기 시작,유지웅,,다올투자증권,800000,388000,825283
control,현대자동차,005380,2026-07-06,매수유지,"현대자동차(005380) 2Q26 Preview: 3분기는 임금협상, 4분기는 원재료가 변수",문용권,,신영증권,630000,388000,825264
control,현대자동차,005380,2026-07-06,매수,"현대자동차(005380) 제조 AI의 운영자(Operator), AI 프리미엄은 이제 시작",남주신,,DB증권,900000,388000,825258
control,현대자동차,005380,2026-07-06,매수유지,"현대자동차(005380) 둔화에서 회복, 기대에서 현실화","김성래,김예인",,한화투자증권,760000,388000,825256
control,현대자동차,005380,2026-07-02,매수,현대자동차(005380) 하반기 실적 반등 기대,하늘,,NH투자증권,860000,388000,825102
control,현대자동차,005380,2026-07-01,매수유지,현대자동차(005380) 하반기 신차 효과와 BD 지분 확대 주목,"김성래,김예인",,한화투자증권,760000,388000,825026
control,현대자동차,005380,2026-06-30,매수유지,현대자동차(005380) 하반기 실적 반등 기대,하늘,,NH투자증권,860000,388000,824878
control,현대자동차,005380,2026-06-18,매수유지,현대자동차(005380) 기대감에서 실적으로,"김성래,김예인",,한화투자증권,760000,388000,824402
control,현대자동차,005380,2026-06-16,보유,현대자동차(005380) 속성이 다른 이익에 기반한 밸류에이션 할증,김용민,,유안타증권,690000,388000,824299
control,현대자동차,005380,2026-06-15,매수유지,현대자동차(005380) 미국 RMAC에 대한 기대,남주신,,DB증권,900000,388000,824248
award_winner,현대자동차,005380,2026-06-15,매수유지,"현대자동차(005380) 아틀라스, 휴머노이드 주도권 선점할 것","강성진,김지윤",강성진,KB증권,1200000,388000,824230
control,현대자동차,005380,2026-06-12,매수유지,현대자동차(005380) Physical Data의 가치를 반영,마건우,,흥국증권,900000,388000,824182
